Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C37,0.1u,C_0805_2012Metric,122.01,-133.44,180.0,top
C38,10u,C_0805_2012Metric,121.99,-135.47,180.0,top
C39,10u,C_0805_2012Metric,125.5,-135.46,0.0,top
C40,0.1u,C_0805_2012Metric,126.68,-129.39,-90.0,top
C41,2.2p,C_0805_2012Metric,127.86,-126.61,0.0,top
C42,0.1u,C_0805_2012Metric,123.57,-124.96,0.0,top
C43,10u,C_0805_2012Metric,120.13,-122.93,180.0,top
C44,10u,C_0805_2012Metric,120.14,-120.9,180.0,top
C45,10u,C_0805_2012Metric,120.15,-118.87,180.0,top
C46,10u,C_0805_2012Metric,123.6,-118.86,0.0,top
C47,10u,C_0805_2012Metric,123.6,-122.92,0.0,top
C48,10u,C_0805_2012Metric,123.61,-120.89,0.0,top
CR1,M24C02-RDW6TP,New_ESP32_M24C02-RMN6TP,144.4,-129.7,0.0,top
D1,LED,D_0805_2012Metric,151.87,-130.94,0.0,top
D2,1N5819WS,D_SOD-323,130.8825,-128.83,0.0,top
D3,ASMB-MTB1-0A3A2,LED RGB,139.4625,-61.695,90.0,top
D4,ASMB-MTB1-0A3A2,LED RGB,154.4625,-61.695,90.0,top
D5,ASMB-MTB1-0A3A2,LED RGB,144.4625,-61.695,90.0,top
D6,1N5819WS,D_SOD-323,130.88,-130.89,0.0,top
D18,ASMB-MTB1-0A3A2,LED RGB,149.4625,-61.695,90.0,top
J1,Conn_01x02_Socket,JST_PH_S2B-PH-SM4-TB_1x02-1MP_P2.00mm_Horizontal,140.4,-120.1,180.0,top
J4,AudioPlug4,PJ_313E_8A,130.75,-58.125,-90.0,top
J5,Conn_01x02_Socket,JST_PH_S2B-PH-SM4-TB_1x02-1MP_P2.00mm_Horizontal,171.39,-61.76,180.0,top
J7,Conn_01x04_Female,1x4pin 1mm connector,136.74,-143.87,0.0,top
J9,USB_C_Receptacle,USB_C_Receptacle_HRO_TYPE-C-31-M-12,150.2875,-143.046,0.0,top
J10,Conn_01x08_Socket,JST_SHL_SM08B-SHLS-TF_1x08-1MP_P1.00mm_Horizontal,169.77,-129.29,180.0,top
J11,Conn_01x06_Female,JST_PH_S6B-PH-SM4-TB_1x06-1MP_P2.00mm_Horizontal,165.2375,-140.025,0.0,top
J13,Conn_01x04_Female,1x4pin 1mm connector,180.6,-64.6,90.0,top
L1,1uH,L_0805_2012Metric,117.03,-129.04,90.0,top
R1,100k,R_0402_1005Metric,126.46,-132.66,180.0,top
R2,5k1,R_0402_1005Metric,152.0875,-134.525,-90.0,top
R3,5k1,R_0402_1005Metric,149.1375,-134.52,-90.0,top
R4,15k,R_0402_1005Metric,142.3,-66.6,180.0,top
R5,4k7,R_0402_1005Metric,163.89,-101.36,0.0,top
R6,180,R_0402_1005Metric,150.1,-64.0,-90.0,top
R7,1k5,R_0402_1005Metric,136.7375,-138.175,-90.0,top
R8,1k5,R_0402_1005Metric,135.6275,-138.135,-90.0,top
R9,2K2,R_0402_1005Metric,162.3875,-113.075,180.0,top
R10,4k7,R_0402_1005Metric,173.91,-125.09,0.0,top
R11,150,R_0402_1005Metric,149.1,-64.0,-90.0,top
R12,150,R_0402_1005Metric,148.1,-64.0,-90.0,top
R13,180,R_0402_1005Metric,140.9,-64.0,-90.0,top
R14,150,R_0402_1005Metric,139.9,-64.0,-90.0,top
R15,150,R_0402_1005Metric,138.9,-64.0,-90.0,top
R16,180,R_0402_1005Metric,155.1,-64.0,90.0,top
R17,150,R_0402_1005Metric,154.1,-64.0,90.0,top
R18,150,R_0402_1005Metric,153.0995,-64.0,90.0,top
R19,360k,R_0402_1005Metric,127.14,-125.06,180.0,top
R20,64.9k,R_0402_1005Metric,129.09,-125.06,180.0,top
R21,100k,R_0402_1005Metric,126.45,-131.67,0.0,top
R22,10k,R_0402_1005Metric,134.04,-135.72,90.0,top
R23,180,R_0402_1005Metric,145.1,-64.0,90.0,top
R24,150,R_0402_1005Metric,144.1,-64.0,90.0,top
R25,150,R_0402_1005Metric,143.084,-64.0,90.0,top
R26,680,R_0402_1005Metric,129.89,-139.92,-90.0,top
R27,1k5,R_0402_1005Metric,132.5,-135.12,0.0,top
R32,4k7,R_0402_1005Metric,149.1,-87.5,90.0,top
R41,0,R_0402_1005Metric,137.1175,-132.905,180.0,top
SW4,SW_Push,SW_DIP_SPSTx01_Slide_6.7x4.1mm_W6.73mm_P2.54mm_LowProfile_JPin,163.7,-61.46,-90.0,top
SW5,SW_Push,SW_DIP_SPSTx01_Slide_6.7x4.1mm_W6.73mm_P2.54mm_LowProfile_JPin,158.112,-61.46,-90.0,top
U1,STM32F405RGTx,LQFP-64_10x10mm_P0.5mm,151.695,-105.44,180.0,top
U2,BQ21040DBVR,SOT95P280X145-6N,131.95,-137.82,-90.0,top
U3,CH340C,SOIC-16_3.9x9.9mm_P1.27mm,155.9375,-123.895,90.0,top
U4,USBLC6-2P6,SOT-666,157.91,-129.91,90.0,top
U5,STM32F030C8Tx,LQFP-48_7x7mm_P0.5mm,172.5375,-98.125,90.0,top
U6,WM8960CGEFL/RV,QFN50P500X500X90-33N,166.84,-116.325,0.0,top
U7,TPS63060,Texas_S-PWSON-N10_ThermalVias,122.14,-129.11,90.0,top
U11,ESP32-S3-WROOM-1-N8R2,ESP32-S3-WROOM-1U,154.825,-76.15,0.0,top
U13,BM14B(0.8)-24DS-0.4V(53),BM14B(0.B)-24DS-0.4V(53),138.1075,-131.035,90.0,top
Y1,Crystal_GND24,Crystal_SMD_3225-4Pin_3.2x2.5mm,171.9875,-106.125,0.0,top
