Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R2,4k7,R_0805_2012Metric,164.97,-88.35,180.0,top
R3,4k7,R_0805_2012Metric,129.1,-92.99,0.0,top
R4,4k7,R_0805_2012Metric,129.09,-87.88,0.0,top
R7,1k5,R_0805_2012Metric,146.9,-70.57,-90.0,top
R8,1k5,R_0805_2012Metric,144.89,-70.56,-90.0,top
R9,560,R_0805_2012Metric,186.4375,-96.15,0.0,top
R10,560,R_0805_2012Metric,186.44,-98.14,0.0,top
R11,5k1,R_0805_2012Metric,199.01,-84.58,0.0,top
R12,5k1,R_0805_2012Metric,198.38,-90.84,0.0,top
R13,4k7,R_0805_2012Metric,164.9475,-84.24,0.0,top
R14,100,R_0805_2012Metric,107.95,-101.76,0.0,top
R15,10k,R_0805_2012Metric,122.14,-70.77,0.0,top
R16,10k,R_0805_2012Metric,98.52,-98.5,180.0,top
R17,660,R_0805_2012Metric,112.15,-100.79,0.0,top
R18,660,R_0805_2012Metric,115.62,-100.76,0.0,top
R19,660,R_0805_2012Metric,119.06,-100.72,0.0,top
R20,660,R_0805_2012Metric,122.05,-88.35,0.0,top
R23,660,R_0805_2012Metric,129.79,-77.89,180.0,top
R24,660,R_0805_2012Metric,129.8,-79.91,180.0,top
R25,660,R_0805_2012Metric,129.9,-81.91,180.0,top
R26,220,R_0805_2012Metric,136.17,-81.63,0.0,top
R27,100,R_0805_2012Metric,190.22,-70.55,0.0,top
R28,100,R_0805_2012Metric,190.26,-72.56,0.0,top
R29,100,R_0805_2012Metric,190.25,-74.56,0.0,top
R30,220,R_0805_2012Metric,139.1,-70.61,-90.0,top
R31,100,R_0805_2012Metric,190.29,-76.56,0.0,top
R32,4k7,R_0805_2012Metric,121.59,-93.67,180.0,top
R33,220,R_0805_2012Metric,136.58,-70.6,-90.0,top
R34,220,R_0805_2012Metric,134.03,-70.59,-90.0,top
R35,220,R_0805_2012Metric,131.57,-70.64,-90.0,top
R36,1k,R_0805_2012Metric,191.28,-80.58,180.0,top
R37,2k,R_0805_2012Metric,195.49,-79.0,0.0,top
R38,10k,R_0805_2012Metric,204.28,-99.83,0.0,top
R39,6.8k,R_0805_2012Metric,200.74,-99.86,0.0,top
SW1,SW_Push,SW_DIP_SPSTx01_Slide_6.7x4.1mm_W6.73mm_P2.54mm_LowProfile_JPin,171.46,-83.38,180.0,top
SW2,SW_Push,SW_DIP_SPSTx01_Slide_6.7x4.1mm_W6.73mm_P2.54mm_LowProfile_JPin,171.46,-88.26,180.0,top
SW3,SW_Push,SW_DIP_SPSTx01_Slide_6.7x4.1mm_W6.73mm_P2.54mm_LowProfile_JPin,125.17,-74.23,0.0,top
SW4,SW_Push,SW_DIP_SPSTx01_Slide_6.7x4.1mm_W6.73mm_P2.54mm_LowProfile_JPin,101.39,-102.13,180.0,top
SW9,SW_Push,SW_DIP_SPSTx01_Slide_6.7x4.1mm_W6.73mm_P2.54mm_LowProfile_JPin,171.44,-73.58,0.0,top
SW10,SW_Push,SW_DIP_SPSTx01_Slide_6.7x4.1mm_W6.73mm_P2.54mm_LowProfile_JPin,171.44,-78.46,0.0,top
U1,STM32F405RGTx,LQFP-64_10x10mm_P0.5mm,148.225,-86.56,0.0,top
U2,AMS1117-3.3,SOT-223-3_TabPin2,205.68,-74.15,180.0,top
U3,NC7SZ125P5X,SOT-353_SC-70-5,129.07,-95.58,0.0,top
U4,USBLC6-2P6,SOT-666,202.62,-97.0,0.0,top
U5,1x6_connector,1x6_connector,124.32,-107.31,0.0,top
U6,1x7_connector,1x7_connector,145.66,-107.33,0.0,top
U7,1x9_connector,1x9_connector,169.63,-107.35,0.0,top
U8,1x6_connector,1x6_connector,141.56,-65.59,180.0,top
U9,NC7SZ125P5X,SOT-353_SC-70-5,129.02,-90.37,0.0,top
U10,CH340C,SOIC-16_3.9x9.9mm_P1.27mm,193.61,-95.91,90.0,top
U11,ESP32-S3-WROOM-1-N8R2,ESP32-S3-WROOM-1-N8R2,106.22,-87.67,90.0,top
U12,MCP73832-2-OT,SOT-23-5,195.37,-81.88,0.0,top
U14,WM8960CGEFL/RV,QFN50P500X500X90-33N,183.8675,-75.77,180.0,top
U16,BM20B(0.8)-24DS-0.4V(51),BM20B(0.8)-24DS-0.4V(51),172.615,-98.94,90.0,top
U18,1x6_connector,1x6_connector,120.32,-65.55,180.0,top
X1,SG-5032CAN,Oscillator_SMD_SeikoEpson_SG8002LB-4Pin_5.0x3.2mm,136.23,-77.68,-90.0,top
